nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date
Andrew,"Andrew Lundy, a digital journalist from Burlington, Ontario, Canada","$10,000","J! Archive - Show #7820, aired 2018-09-14",Andrew Lundy,a digital journalist,"Burlington, Ontario, Canada",J! Archive - Show #7820,2018-09-14
Kyle,"Kyle Jones, a music teacher from Aurora, Colorado (whose 1-day cash winnings total $28,401)","$9,599","J! Archive - Show #7819, aired 2018-09-13",Kyle Jones,a music teacher,"Aurora, Colorado",J! Archive - Show #7819,2018-09-13
Shawn,"Shawn Moore, a regional human resources manager from Miami, Florida","$4,000","J! Archive - Show #7819, aired 2018-09-13",Shawn Moore,a regional human resources manager,"Miami, Florida",J! Archive - Show #7819,2018-09-13
Lauren,"Lauren Stripling, a teaching artist from New York, New York",$0,"J! Archive - Show #7819, aired 2018-09-13",Lauren Stripling,a teaching artist,"New York, New York",J! Archive - Show #7819,2018-09-13
Lori,"Lori Goodman, a nonprofit executive director from Goleta, California (whose 1-day cash winnings total $34,401)","$17,201","J! Archive - Show #7818, aired 2018-09-12",Lori Goodman,a nonprofit executive director,"Goleta, California",J! Archive - Show #7818,2018-09-12
Kyle,"Kyle Jones, a music teacher from Aurora, Colorado","$28,401","J! Archive - Show #7818, aired 2018-09-12",Kyle Jones,a music teacher,"Aurora, Colorado",J! Archive - Show #7818,2018-09-12
Monica,"Monica Couch, a pastry chef from Egg Harbor City, New Jersey","$8,400","J! Archive - Show #7818, aired 2018-09-12",Monica Couch,a pastry chef,"Egg Harbor City, New Jersey",J! Archive - Show #7818,2018-09-12
Rick,"Rick Terpstra, an aspiring English teacher from Havertown, Pennsylvania (whose 3-day cash winnings total $60,000)","$29,199","J! Archive - Show #7817, aired 2018-09-11",Rick Terpstra,an aspiring English teacher,"Havertown, Pennsylvania",J! Archive - Show #7817,2018-09-11
Lori,"Lori Goodman, a nonprofit executive director from Goleta, California","$34,401","J! Archive - Show #7817, aired 2018-09-11",Lori Goodman,a nonprofit executive director,"Goleta, California",J! Archive - Show #7817,2018-09-11
Becky,"Becky Warren, a rock musician from Nashville, Tennessee","$3,200","J! Archive - Show #7817, aired 2018-09-11",Becky Warren,a rock musician,"Nashville, Tennessee",J! Archive - Show #7817,2018-09-11
Rick,"Rick Terpstra, an aspiring English teacher from Havertown, Pennsylvania (whose 2-day cash winnings total $39,800)","$20,200","J! Archive - Show #7816, aired 2018-09-10",Rick Terpstra,an aspiring English teacher,"Havertown, Pennsylvania",J! Archive - Show #7816,2018-09-10
Isaac,"Isaac Loeb, a senior legislative assistant from Washington, D.C.","$5,200","J! Archive - Show #7816, aired 2018-09-10",Isaac Loeb,a senior legislative assistant,"Washington, D.C.",J! Archive - Show #7816,2018-09-10
Caitlin,"Caitlin Sok, an M.D. and Ph.D. student from Atlanta, Georgia","$8,800","J! Archive - Show #7816, aired 2018-09-10",Caitlin Sok,an M.D. and Ph.D. student,"Atlanta, Georgia",J! Archive - Show #7816,2018-09-10
Rick,"Rick Terpstra, an aspiring English teacher from Havertown, Pennsylvania (whose 1-day cash winnings total $23,201)","$16,599","J! Archive - Show #7815, aired 2018-07-27",Rick Terpstra,an aspiring English teacher,"Havertown, Pennsylvania",J! Archive - Show #7815,2018-07-27
Karla,"Karla Nickels, a retired business and property manager from Newcastle, Oklahoma","$5,600","J! Archive - Show #7815, aired 2018-07-27",Karla Nickels,a retired business and property manager,"Newcastle, Oklahoma",J! Archive - Show #7815,2018-07-27
Jerry,"Jerry Tsai, a data scientist from Los Angeles, California","$1,399","J! Archive - Show #7815, aired 2018-07-27",Jerry Tsai,a data scientist,"Los Angeles, California",J! Archive - Show #7815,2018-07-27
Burt,"Burt Westermeier, a Ph.D. candidate from New Haven, Connecticut (whose 1-day cash winnings total $14,401)","$23,200","J! Archive - Show #7814, aired 2018-07-26",Burt Westermeier,a Ph.D. candidate,"New Haven, Connecticut",J! Archive - Show #7814,2018-07-26
Ian,"Ian Flynn, a copy editor from Portsmouth, New Hampshire","$6,300","J! Archive - Show #7814, aired 2018-07-26",Ian Flynn,a copy editor,"Portsmouth, New Hampshire",J! Archive - Show #7814,2018-07-26
Rick,"Rick Terpstra, an aspiring English teacher from Havertown, Pennsylvania","$23,201","J! Archive - Show #7814, aired 2018-07-26",Rick Terpstra,an aspiring English teacher,"Havertown, Pennsylvania",J! Archive - Show #7814,2018-07-26
Dave,"Dave Mattingly, a director of technology from Old Forge, Pennsylvania (whose 3-day cash winnings total $77,400)","$14,400","J! Archive - Show #7813, aired 2018-07-25",Dave Mattingly,a director of technology,"Old Forge, Pennsylvania",J! Archive - Show #7813,2018-07-25
Burt,"Burt Westermeier, a Ph.D. candidate from New Haven, Connecticut","$14,401","J! Archive - Show #7813, aired 2018-07-25",Burt Westermeier,a Ph.D. candidate,"New Haven, Connecticut",J! Archive - Show #7813,2018-07-25
Ron,"Ron Freshour, a copywriter from Austin, Texas","$4,399","J! Archive - Show #7813, aired 2018-07-25",Ron Freshour,a copywriter,"Austin, Texas",J! Archive - Show #7813,2018-07-25
Dave,"Dave Mattingly, a director of technology from Old Forge, Pennsylvania (whose 2-day cash winnings total $48,800)","$28,600","J! Archive - Show #7812, aired 2018-07-24",Dave Mattingly,a director of technology,"Old Forge, Pennsylvania",J! Archive - Show #7812,2018-07-24
Beth,"Beth Schoenbach, a communications director from Washington, D.C.",$399,"J! Archive - Show #7812, aired 2018-07-24",Beth Schoenbach,a communications director,"Washington, D.C.",J! Archive - Show #7812,2018-07-24
Tara,"Tara O'Byrne, a senior advisor on aviation security from Ottawa, Ontario, Canada","$9,000","J! Archive - Show #7812, aired 2018-07-24",Tara O'Byrne,a senior advisor on aviation security,"Ottawa, Ontario, Canada",J! Archive - Show #7812,2018-07-24
Dave,"Dave Mattingly, a director of technology from Old Forge, Pennsylvania (whose 1-day cash winnings total $26,200)","$22,600","J! Archive - Show #7811, aired 2018-07-23",Dave Mattingly,a director of technology,"Old Forge, Pennsylvania",J! Archive - Show #7811,2018-07-23
Hollie,"Hollie Schmidt, a medical researcher from Lexington, Massachusetts","$9,995","J! Archive - Show #7811, aired 2018-07-23",Hollie Schmidt,a medical researcher,"Lexington, Massachusetts",J! Archive - Show #7811,2018-07-23
Neel,"Neel Kotra, an environmental engineer and consultant from Gainesville, Florida","$11,550","J! Archive - Show #7811, aired 2018-07-23",Neel Kotra,an environmental engineer and consultant,"Gainesville, Florida",J! Archive - Show #7811,2018-07-23
Ryan,"Ryan Fenster, a banker from SeaTac, Washington (whose 7-day cash winnings total $156,497)","$12,000","J! Archive - Show #7810, aired 2018-07-20",Ryan Fenster,a banker,"SeaTac, Washington",J! Archive - Show #7810,2018-07-20
Emily,"Emily Moore, a consultant from Atlanta, Georgia","$7,998","J! Archive - Show #7810, aired 2018-07-20",Emily Moore,a consultant,"Atlanta, Georgia",J! Archive - Show #7810,2018-07-20
Dave,"Dave Mattingly, a director of technology from Old Forge, Pennsylvania","$26,200","J! Archive - Show #7810, aired 2018-07-20",Dave Mattingly,a director of technology,"Old Forge, Pennsylvania",J! Archive - Show #7810,2018-07-20
Ryan,"Ryan Fenster, a banker from SeaTac, Washington (whose 6-day cash winnings total $127,397)","$29,100","J! Archive - Show #7809, aired 2018-07-19",Ryan Fenster,a banker,"SeaTac, Washington",J! Archive - Show #7809,2018-07-19
Justin,"Justin Moody, a paralegal from Durham, North Carolina","$22,399","J! Archive - Show #7809, aired 2018-07-19",Justin Moody,a paralegal,"Durham, North Carolina",J! Archive - Show #7809,2018-07-19
Michelle,"Michelle Mueckler, a stay-at-home mom from Elgin, South Carolina","$22,800","J! Archive - Show #7809, aired 2018-07-19",Michelle Mueckler,a stay-at-home mom,"Elgin, South Carolina",J! Archive - Show #7809,2018-07-19
Ryan,"Ryan Fenster, a banker from SeaTac, Washington (whose 5-day cash winnings total $113,798)","$13,599","J! Archive - Show #7808, aired 2018-07-18",Ryan Fenster,a banker,"SeaTac, Washington",J! Archive - Show #7808,2018-07-18
Kyle,"Kyle Adams, a communications manager from Monument, Colorado","$7,599","J! Archive - Show #7808, aired 2018-07-18",Kyle Adams,a communications manager,"Monument, Colorado",J! Archive - Show #7808,2018-07-18
Caitlion,"Caitlion O'Neill, a vegan cheesemaker from New Orleans, Louisiana",$2,"J! Archive - Show #7808, aired 2018-07-18",Caitlion O'Neill,a vegan cheesemaker,"New Orleans, Louisiana",J! Archive - Show #7808,2018-07-18
Michelle,"Michelle Cabral, an elementary school music teacher from Toronto, Ontario, Canada (whose 3-day cash winnings total $46,693)","$19,200","J! Archive - Show #7807, aired 2018-07-17",Michelle Cabral,an elementary school music teacher,"Toronto, Ontario, Canada",J! Archive - Show #7807,2018-07-17
Bunny,"Bunny Miller, a retired operations manager from Huntington Station, New York","$18,400","J! Archive - Show #7807, aired 2018-07-17",Bunny Miller,a retired operations manager,"Huntington Station, New York",J! Archive - Show #7807,2018-07-17
Ryan,"Ryan Fenster, a banker from SeaTac, Washington","$23,600","J! Archive - Show #7807, aired 2018-07-17",Ryan Fenster,a banker,"SeaTac, Washington",J! Archive - Show #7807,2018-07-17
Michelle,"Michelle Cabral, an elementary school music teacher from Toronto, Ontario, Canada (whose 2-day cash winnings total $36,600)","$10,093","J! Archive - Show #7806, aired 2018-07-16",Michelle Cabral,an elementary school music teacher,"Toronto, Ontario, Canada",J! Archive - Show #7806,2018-07-16
Niraj,"Niraj Dhami, an I.T. project manager from Redondo Beach, California","$7,199","J! Archive - Show #7806, aired 2018-07-16",Niraj Dhami,an I.T. project manager,"Redondo Beach, California",J! Archive - Show #7806,2018-07-16
Rebecca,"Rebecca Smith, a certified massage therapist from Minneapolis, Minnesota",$0,"J! Archive - Show #7806, aired 2018-07-16",Rebecca Smith,a certified massage therapist,"Minneapolis, Minnesota",J! Archive - Show #7806,2018-07-16
Michelle,"Michelle Cabral, an elementary school music teacher from Toronto, Ontario, Canada (whose 1-day cash winnings total $18,400)","$18,200","J! Archive - Show #7805, aired 2018-07-13",Michelle Cabral,an elementary school music teacher,"Toronto, Ontario, Canada",J! Archive - Show #7805,2018-07-13
Vincent,"Vincent Valenzuela, an internal customer service manager from Wheaton, Illinois","$1,999","J! Archive - Show #7805, aired 2018-07-13",Vincent Valenzuela,an internal customer service manager,"Wheaton, Illinois",J! Archive - Show #7805,2018-07-13
Bryan,"Bryan Rucker, a writer from Los Angeles, California","$11,800","J! Archive - Show #7805, aired 2018-07-13",Bryan Rucker,a writer,"Los Angeles, California",J! Archive - Show #7805,2018-07-13
Wes,"Wes Hazard, a standup comic and storyteller from Stoughton, Massachusetts (whose 3-day cash winnings total $51,196)","$12,799","J! Archive - Show #7804, aired 2018-07-12",Wes Hazard,a standup comic and storyteller,"Stoughton, Massachusetts",J! Archive - Show #7804,2018-07-12
Michelle,"Michelle Cabral, an elementary school music teacher from Toronto, Ontario, Canada","$18,400","J! Archive - Show #7804, aired 2018-07-12",Michelle Cabral,an elementary school music teacher,"Toronto, Ontario, Canada",J! Archive - Show #7804,2018-07-12
Johanna,"Johanna Schaufeld, a piano technician and woodworker from the Bronx, New York",$400,"J! Archive - Show #7804, aired 2018-07-12",Johanna Schaufeld,a piano technician and woodworker,"the Bronx, New York",J! Archive - Show #7804,2018-07-12
Wes,"Wes Hazard, a standup comic and storyteller from Stoughton, Massachusetts (whose 2-day cash winnings total $26,795)","$24,401","J! Archive - Show #7803, aired 2018-07-11",Wes Hazard,a standup comic and storyteller,"Stoughton, Massachusetts",J! Archive - Show #7803,2018-07-11
George,"George Holcomb, a writer and musician from Harrison, Arkansas","$2,999","J! Archive - Show #7803, aired 2018-07-11",George Holcomb,a writer and musician,"Harrison, Arkansas",J! Archive - Show #7803,2018-07-11
Stel,"Stel Plakas, a project manager from Flushing, New York","$22,400","J! Archive - Show #7803, aired 2018-07-11",Stel Plakas,a project manager,"Flushing, New York",J! Archive - Show #7803,2018-07-11
Wes,"Wes Hazard, a standup comic and storyteller from Stoughton, Massachusetts (whose 1-day cash winnings total $14,400)","$12,395","J! Archive - Show #7802, aired 2018-07-10",Wes Hazard,a standup comic and storyteller,"Stoughton, Massachusetts",J! Archive - Show #7802,2018-07-10
Becky,"Becky Wilson, an operations engineer from Aurora, Colorado","$10,399","J! Archive - Show #7802, aired 2018-07-10",Becky Wilson,an operations engineer,"Aurora, Colorado",J! Archive - Show #7802,2018-07-10
Doug,"Doug Dworkin, a business and technology consultant from New York, New York",$0,"J! Archive - Show #7802, aired 2018-07-10",Doug Dworkin,a business and technology consultant,"New York, New York",J! Archive - Show #7802,2018-07-10
Lauren,"Lauren Kiehna, a writer from Steeleville, Illinois (whose 1-day cash winnings total $31,601)","$2,399","J! Archive - Show #7801, aired 2018-07-09",Lauren Kiehna,a writer,"Steeleville, Illinois",J! Archive - Show #7801,2018-07-09
Wes,"Wes Hazard, a standup comic and storyteller from Stoughton, Massachusetts","$14,400","J! Archive - Show #7801, aired 2018-07-09",Wes Hazard,a standup comic and storyteller,"Stoughton, Massachusetts",J! Archive - Show #7801,2018-07-09
Ray,"Ray Coshow, a landscaper from Sacramento, California","$7,000","J! Archive - Show #7801, aired 2018-07-09",Ray Coshow,a landscaper,"Sacramento, California",J! Archive - Show #7801,2018-07-09
Marilyn,"Marilyn Maher, an administrative specialist from Athens, Ohio (whose 1-day cash winnings total $14,401)","-$2,400","J! Archive - Show #7800, aired 2018-07-06",Marilyn Maher,an administrative specialist,"Athens, Ohio",J! Archive - Show #7800,2018-07-06
Beth,"Beth Feest, a social studies teacher from Franksville, Wisconsin","$7,599","J! Archive - Show #7800, aired 2018-07-06",Beth Feest,a social studies teacher,"Franksville, Wisconsin",J! Archive - Show #7800,2018-07-06
Lauren,"Lauren Kiehna, a writer from Steeleville, Illinois","$31,601","J! Archive - Show #7800, aired 2018-07-06",Lauren Kiehna,a writer,"Steeleville, Illinois",J! Archive - Show #7800,2018-07-06
Suzanne,"Suzanne Koppelman, a museum education manager from New York, New York (whose 3-day cash winnings total $63,601)","$7,200","J! Archive - Show #7799, aired 2018-07-05",Suzanne Koppelman,a museum education manager,"New York, New York",J! Archive - Show #7799,2018-07-05
Marilyn,"Marilyn Maher, an administrative specialist from Athens, Ohio","$14,401","J! Archive - Show #7799, aired 2018-07-05",Marilyn Maher,an administrative specialist,"Athens, Ohio",J! Archive - Show #7799,2018-07-05
Steve,"Steve Spriensma, a writer from Port Dover, Ontario, Canada","$3,199","J! Archive - Show #7799, aired 2018-07-05",Steve Spriensma,a writer,"Port Dover, Ontario, Canada",J! Archive - Show #7799,2018-07-05
Suzanne,"Suzanne Koppelman, a museum education manager from New York, New York (whose 2-day cash winnings total $34,800)","$28,801","J! Archive - Show #7798, aired 2018-07-04",Suzanne Koppelman,a museum education manager,"New York, New York",J! Archive - Show #7798,2018-07-04
Liz,"Liz Howard, an assistant analyst from McLean, Virginia","$28,800","J! Archive - Show #7798, aired 2018-07-04",Liz Howard,an assistant analyst,"McLean, Virginia",J! Archive - Show #7798,2018-07-04
Kate,"Kate Brandt, a homeschool mom from Carmel, Indiana","$28,750","J! Archive - Show #7798, aired 2018-07-04",Kate Brandt,a homeschool mom,"Carmel, Indiana",J! Archive - Show #7798,2018-07-04
Suzanne,"Suzanne Koppelman, a museum education manager from New York, New York (whose 1-day cash winnings total $24,401)","$10,399","J! Archive - Show #7797, aired 2018-07-03",Suzanne Koppelman,a museum education manager,"New York, New York",J! Archive - Show #7797,2018-07-03
Jim,"Jim McGinnis, a delivery driver and part-time actor from Beaver, Pennsylvania","$7,999","J! Archive - Show #7797, aired 2018-07-03",Jim McGinnis,a delivery driver and part-time actor,"Beaver, Pennsylvania",J! Archive - Show #7797,2018-07-03
Dave,"Dave Baltmanis, an attorney from Chicago, Illinois","$8,207","J! Archive - Show #7797, aired 2018-07-03",Dave Baltmanis,an attorney,"Chicago, Illinois",J! Archive - Show #7797,2018-07-03
Scott,"Scott McFadden, a librarian from Muncie, Indiana (whose 3-day cash winnings total $78,401)","$16,201","J! Archive - Show #7796, aired 2018-07-02",Scott McFadden,a librarian,"Muncie, Indiana",J! Archive - Show #7796,2018-07-02
Adam,"Adam Scholze, a tutor from Pasadena, California","$11,995","J! Archive - Show #7796, aired 2018-07-02",Adam Scholze,a tutor,"Pasadena, California",J! Archive - Show #7796,2018-07-02
Suzanne,"Suzanne Koppelman, a museum education manager from New York, New York","$24,401","J! Archive - Show #7796, aired 2018-07-02",Suzanne Koppelman,a museum education manager,"New York, New York",J! Archive - Show #7796,2018-07-02
Scott,"Scott McFadden, a librarian from Muncie, Indiana (whose 2-day cash winnings total $59,602)","$18,799","J! Archive - Show #7795, aired 2018-06-29",Scott McFadden,a librarian,"Muncie, Indiana",J! Archive - Show #7795,2018-06-29
Ruth,"Ruth Payne, a law school career counselor from Charlottesville, Virginia",$200,"J! Archive - Show #7795, aired 2018-06-29",Ruth Payne,a law school career counselor,"Charlottesville, Virginia",J! Archive - Show #7795,2018-06-29
Nick,"Nick Hurwitz, a writer from Los Angeles, California","$3,600","J! Archive - Show #7795, aired 2018-06-29",Nick Hurwitz,a writer,"Los Angeles, California",J! Archive - Show #7795,2018-06-29
Scott,"Scott McFadden, a librarian from Muncie, Indiana (whose 1-day cash winnings total $26,001)","$33,601","J! Archive - Show #7794, aired 2018-06-28",Scott McFadden,a librarian,"Muncie, Indiana",J! Archive - Show #7794,2018-06-28
Frank,"Frank Young, an animation writer from Toronto, Ontario, Canada","$12,000","J! Archive - Show #7794, aired 2018-06-28",Frank Young,an animation writer,"Toronto, Ontario, Canada",J! Archive - Show #7794,2018-06-28
Kat,"Kat Long, a journalist from New York, New York","$2,001","J! Archive - Show #7794, aired 2018-06-28",Kat Long,a journalist,"New York, New York",J! Archive - Show #7794,2018-06-28
Andrew,"Andrew King, a lawyer from Little Rock, Arkansas (whose 1-day cash winnings total $1,198)","$26,000","J! Archive - Show #7793, aired 2018-06-27",Andrew King,a lawyer,"Little Rock, Arkansas",J! Archive - Show #7793,2018-06-27
Amy,"Amy Goodchild, a library youth services associate from Morton Grove, Illinois","$15,801","J! Archive - Show #7793, aired 2018-06-27",Amy Goodchild,a library youth services associate,"Morton Grove, Illinois",J! Archive - Show #7793,2018-06-27
Scott,"Scott McFadden, a librarian from Muncie, Indiana","$26,001","J! Archive - Show #7793, aired 2018-06-27",Scott McFadden,a librarian,"Muncie, Indiana",J! Archive - Show #7793,2018-06-27
Kelly,"Kelly Griffin, a teacher from Brookhaven, Mississippi (whose 1-day cash winnings total $16,200)","$1,000","J! Archive - Show #7792, aired 2018-06-26",Kelly Griffin,a teacher,"Brookhaven, Mississippi",J! Archive - Show #7792,2018-06-26
Jeff,"Jeff Witte, an electrical engineer from Fort Collins, Colorado",$2,"J! Archive - Show #7792, aired 2018-06-26",Jeff Witte,an electrical engineer,"Fort Collins, Colorado",J! Archive - Show #7792,2018-06-26
Andrew,"Andrew King, a lawyer from Little Rock, Arkansas","$1,198","J! Archive - Show #7792, aired 2018-06-26",Andrew King,a lawyer,"Little Rock, Arkansas",J! Archive - Show #7792,2018-06-26
Jordan,"Jordan Nussbaum, a lawyer from Thornhill, Ontario, Canada (whose 1-day cash winnings total $15,800)","$6,799","J! Archive - Show #7791, aired 2018-06-25",Jordan Nussbaum,a lawyer,"Thornhill, Ontario, Canada",J! Archive - Show #7791,2018-06-25
Ben,"Ben Henry-Moreland, a financial planner from Omaha, Nebraska",$2,"J! Archive - Show #7791, aired 2018-06-25",Ben Henry-Moreland,a financial planner,"Omaha, Nebraska",J! Archive - Show #7791,2018-06-25
Kelly,"Kelly Griffin, a teacher from Brookhaven, Mississippi","$16,200","J! Archive - Show #7791, aired 2018-06-25",Kelly Griffin,a teacher,"Brookhaven, Mississippi",J! Archive - Show #7791,2018-06-25
Ali,"Ali Hasan, a secondary school teacher from New Westminster, British Columbia, Canada (whose 3-day cash winnings total $67,801)","$11,601","J! Archive - Show #7790, aired 2018-06-22",Ali Hasan,a secondary school teacher,"New Westminster, British Columbia, Canada",J! Archive - Show #7790,2018-06-22
Jordan,"Jordan Nussbaum, a lawyer from Thornhill, Ontario, Canada","$15,800","J! Archive - Show #7790, aired 2018-06-22",Jordan Nussbaum,a lawyer,"Thornhill, Ontario, Canada",J! Archive - Show #7790,2018-06-22
Amanda,"Amanda Graver, a researcher from Columbus, Ohio","$5,599","J! Archive - Show #7790, aired 2018-06-22",Amanda Graver,a researcher,"Columbus, Ohio",J! Archive - Show #7790,2018-06-22
Ali,"Ali Hasan, a secondary school teacher from New Westminster, British Columbia, Canada (whose 2-day cash winnings total $46,802)","$20,999","J! Archive - Show #7789, aired 2018-06-21",Ali Hasan,a secondary school teacher,"New Westminster, British Columbia, Canada",J! Archive - Show #7789,2018-06-21
Justin,"Justin Cosgrove, an assistant principal at a high school for the blind from St. Augustine, Florida",$800,"J! Archive - Show #7789, aired 2018-06-21",Justin Cosgrove,an assistant principal at a high school for the blind,"St. Augustine, Florida",J! Archive - Show #7789,2018-06-21
Deb,"Deb Seltzer, a grants manager from Baltimore, Maryland",$2,"J! Archive - Show #7789, aired 2018-06-21",Deb Seltzer,a grants manager,"Baltimore, Maryland",J! Archive - Show #7789,2018-06-21
Ali,"Ali Hasan, a secondary school teacher from New Westminster, British Columbia, Canada (whose 1-day cash winnings total $20,401)","$26,401","J! Archive - Show #7788, aired 2018-06-20",Ali Hasan,a secondary school teacher,"New Westminster, British Columbia, Canada",J! Archive - Show #7788,2018-06-20
Lindsay,"Lindsay Garces, an insurance underwriter from East Boston, Massachusetts","$1,200","J! Archive - Show #7788, aired 2018-06-20",Lindsay Garces,an insurance underwriter,"East Boston, Massachusetts",J! Archive - Show #7788,2018-06-20
Tyler,"Tyler Dilts, a novelist and teacher from Long Beach, California","$13,200","J! Archive - Show #7788, aired 2018-06-20",Tyler Dilts,a novelist and teacher,"Long Beach, California",J! Archive - Show #7788,2018-06-20
Deirdre,"Deirdre Thomas, an attorney and editor from Seattle, Washington (whose 2-day cash winnings total $33,200)",$1,"J! Archive - Show #7787, aired 2018-06-19",Deirdre Thomas,an attorney and editor,"Seattle, Washington",J! Archive - Show #7787,2018-06-19
Jessica,"Jessica Rea, a student from Carmichael, California","$1,700","J! Archive - Show #7787, aired 2018-06-19",Jessica Rea,a student,"Carmichael, California",J! Archive - Show #7787,2018-06-19
Ali,"Ali Hasan, a secondary school teacher from New Westminster, British Columbia, Canada","$20,401","J! Archive - Show #7787, aired 2018-06-19",Ali Hasan,a secondary school teacher,"New Westminster, British Columbia, Canada",J! Archive - Show #7787,2018-06-19
Deirdre,"Deirdre Thomas, an attorney and editor from Seattle, Washington (whose 1-day cash winnings total $16,399)","$16,801","J! Archive - Show #7786, aired 2018-06-18",Deirdre Thomas,an attorney and editor,"Seattle, Washington",J! Archive - Show #7786,2018-06-18
Sara,"Sara Nies, an editorial assistant from New York, New York","$10,400","J! Archive - Show #7786, aired 2018-06-18",Sara Nies,an editorial assistant,"New York, New York",J! Archive - Show #7786,2018-06-18
Erik,"Erik Johnson, a packaging engineer from Plymouth, Minnesota","$14,400","J! Archive - Show #7786, aired 2018-06-18",Erik Johnson,a packaging engineer,"Plymouth, Minnesota",J! Archive - Show #7786,2018-06-18
Diana,"Diana Hsu, a legal records assistant from Malden, Massachusetts (whose 2-day cash winnings total $44,601)","$5,599","J! Archive - Show #7785, aired 2018-06-15",Diana Hsu,a legal records assistant,"Malden, Massachusetts",J! Archive - Show #7785,2018-06-15
Deirdre,"Deirdre Thomas, an attorney and editor from Seattle, Washington","$16,399","J! Archive - Show #7785, aired 2018-06-15",Deirdre Thomas,an attorney and editor,"Seattle, Washington",J! Archive - Show #7785,2018-06-15
Jon,"Jon Brown, a bartender from Los Angeles, California",$1,"J! Archive - Show #7785, aired 2018-06-15",Jon Brown,a bartender,"Los Angeles, California",J! Archive - Show #7785,2018-06-15
Diana,"Diana Hsu, a legal records assistant from Malden, Massachusetts (whose 1-day cash winnings total $24,001)","$20,600","J! Archive - Show #7784, aired 2018-06-14",Diana Hsu,a legal records assistant,"Malden, Massachusetts",J! Archive - Show #7784,2018-06-14
Adam,"Adam Manning, a senior sales manager from Denver, Colorado",$1,"J! Archive - Show #7784, aired 2018-06-14",Adam Manning,a senior sales manager,"Denver, Colorado",J! Archive - Show #7784,2018-06-14
Katherine,"Katherine Pisarro-Grant, a verbal identity consultant from Brooklyn, New York","$4,399","J! Archive - Show #7784, aired 2018-06-14",Katherine Pisarro-Grant,a verbal identity consultant,"Brooklyn, New York",J! Archive - Show #7784,2018-06-14
Catherine,"Catherine Ono, a software developer from Santa Clara, California (whose 2-day cash winnings total $46,402)","$13,600","J! Archive - Show #7783, aired 2018-06-13",Catherine Ono,a software developer,"Santa Clara, California",J! Archive - Show #7783,2018-06-13
Diana,"Diana Hsu, a legal records assistant from Malden, Massachusetts","$24,001","J! Archive - Show #7783, aired 2018-06-13",Diana Hsu,a legal records assistant,"Malden, Massachusetts",J! Archive - Show #7783,2018-06-13
Nick,"Nick Anspach, a professor of political science from York, Pennsylvania","$10,000","J! Archive - Show #7783, aired 2018-06-13",Nick Anspach,a professor of political science,"York, Pennsylvania",J! Archive - Show #7783,2018-06-13
Catherine,"Catherine Ono, a software developer from Santa Clara, California (whose 1-day cash winnings total $23,201)","$23,201","J! Archive - Show #7782, aired 2018-06-12",Catherine Ono,a software developer,"Santa Clara, California",J! Archive - Show #7782,2018-06-12
Rebecca,"Rebecca Heide, an economist from Washington, D.C.","$18,801","J! Archive - Show #7782, aired 2018-06-12",Rebecca Heide,an economist,"Washington, D.C.",J! Archive - Show #7782,2018-06-12
Jason,"Jason Downer, a real estate agent from Anthem, Arizona","$7,000","J! Archive - Show #7782, aired 2018-06-12",Jason Downer,a real estate agent,"Anthem, Arizona",J! Archive - Show #7782,2018-06-12
David,"David Kleinman, a student from Sharon, Massachusetts (whose 1-day cash winnings total $31,600)","$15,198","J! Archive - Show #7781, aired 2018-06-11",David Kleinman,a student,"Sharon, Massachusetts",J! Archive - Show #7781,2018-06-11
Tracey,"Tracey Lazareth, a teacher and librarian from Mississauga, Ontario, Canada","$11,600","J! Archive - Show #7781, aired 2018-06-11",Tracey Lazareth,a teacher and librarian,"Mississauga, Ontario, Canada",J! Archive - Show #7781,2018-06-11
Catherine,"Catherine Ono, a software developer from Santa Clara, California","$23,201","J! Archive - Show #7781, aired 2018-06-11",Catherine Ono,a software developer,"Santa Clara, California",J! Archive - Show #7781,2018-06-11
Mirza,"Mirza Gluhic, a transcriber from Toronto, Ontario, Canada (whose 1-day cash winnings total $28,200)","$25,000","J! Archive - Show #7780, aired 2018-06-08",Mirza Gluhic,a transcriber,"Toronto, Ontario, Canada",J! Archive - Show #7780,2018-06-08
David,"David Kleinman, a student from Sharon, Massachusetts","$31,600","J! Archive - Show #7780, aired 2018-06-08",David Kleinman,a student,"Sharon, Massachusetts",J! Archive - Show #7780,2018-06-08
John,"John Fassola, an attorney from Homer Glen, Illinois",$300,"J! Archive - Show #7780, aired 2018-06-08",John Fassola,an attorney,"Homer Glen, Illinois",J! Archive - Show #7780,2018-06-08
Michelle,"Michelle Rosen, a Ph.D. candidate from Cambridge, Massachusetts (whose 1-day cash winnings total $18,401)",$1,"J! Archive - Show #7779, aired 2018-06-07",Michelle Rosen,a Ph.D. candidate,"Cambridge, Massachusetts",J! Archive - Show #7779,2018-06-07
Mirza,"Mirza Gluhic, a transcriber from Toronto, Ontario, Canada","$28,200","J! Archive - Show #7779, aired 2018-06-07",Mirza Gluhic,a transcriber,"Toronto, Ontario, Canada",J! Archive - Show #7779,2018-06-07
Andy,"Andy Mills, a math instructor from Iowa City, Iowa","-$2,600","J! Archive - Show #7779, aired 2018-06-07",Andy Mills,a math instructor,"Iowa City, Iowa",J! Archive - Show #7779,2018-06-07
